 ,hygglo_name,matched_category_id,matched_category_name,matched_parent,similarity,alt1_id,alt1_name,alt1_sim,alt2_id,alt2_name,alt2_sim,override_category_id
9420,Pull-up bar,1626,Prikolica sa kavezom,Prikolice,0.5774,1234,Lift za suvi zid,0.5166,1428,Bar sto,0.5122,1559
8923,Padel,1288,Studijski blic,Blicevi i rasveta,0.5773,1116,Ostalo u glodanju,0.5734,1112,Strug,0.5729,1537
9275,Petrol Powered Earth Auger,1610,Menjanje ulja,Alati za radionicu,0.5771,1225,Gasni aparat za zavarivanje,0.5593,1601,Punjač baterija za vozila,0.5371,1211
8494,Other in Moving,1586,Ostalo u mobilnosti,Mobilnost i medicinska nega,0.5767,1123,Ostalo u transportu,0.5766,1117,Viljuškar,0.5665,1411
8897,Gimbal For GoPro / Action Camera,1266,Teleprompter,Fotoaparati i kamere,0.5763,1267,Tela kamera za ronjenje,0.5729,1265,Streaming oprema,0.5688,1297
2223,Wheelbarrow,1049,Stona brusilica,Brušenje i poliranje,0.5763,1111,Ručno rende,0.5755,1212,Rezač kamena,0.5645,1356
8945,Megaphone,1018,Pametni zvučnik,Elektronika,0.5759,1130,Prenosni zvučnik,0.5635,1125,Slušalice,0.5614,1129
1816,Distribution box,1407,Kutije za selidbu,Oprema za selidbe,0.5756,1108,Kutija za valjak,0.5095,1022,Razvodni ormar,0.4569,1022
8432,Table Tennis,1537,Reket sportovi,Sportski rekviziti,0.5753,1444,Beer pong,0.5388,1533,Floorball,0.5332,
1840,Compactor,1227,Plastični zavarivač,Aparati za zavarivanje,0.574,1606,Dizalica i stalci,0.5581,1600,Kolica za montažu,0.5435,1208
9325,Airplane crib,1410,Kolica za teret,Oprema za selidbe,0.5729,1350,Aerator sa šupljim klinovima,0.5483,1408,Kolica za selidbu,0.5321,1396
1761,Paint sprayer,1236,Nogari za farbanje,Skele i podupirači,0.5724,1104,Nogari za farbanje,0.5718,1110,Ostalo u farbanju,0.5478,1105
4662,Child carrier,1401,Putovanje s decom,Oprema za decu,0.5708,1579,Putovanje s decom,0.5501,1399,Kolica i oprema,0.5183,
9026,CHAdeMO adapter,1611,Rampa,Alati za radionicu,0.5706,1600,Kolica za montažu,0.5684,1601,Punjač baterija za vozila,0.5383,1592
9345,Plasma torch,1346,Bure za spaljivanje,Baštenski alati,0.5704,1465,Košara za vatru,0.5288,1054,Toplotni pištolj,0.5242,1039
8803,Goggles,1157,VR naočale,Video igre i konzole,0.5695,1228,Maska za zavarivanje,0.4993,1274,Kinematografski prime objektivi,0.4992,1549
8492,Other in Trailers,1636,Ostalo u kamperima,Kamperi i kamp prikolice,0.5686,1293,Rigovi i ramena za kameru,0.5682,1294,Nosač za automobil,0.5681,1634
8721,PlayStation 4,1158,Ostalo u video igrama,Video igre i konzole,0.5672,1152,Arkadna mašina,0.5599,1156,Simulator oprema,0.5335,
8898,Other Gimbals,1113,Glodalica,Glodanje i hoblovanje,0.5669,1175,Ugaona bušilica,0.5556,1297,Gimbali i stabilizatori,0.5345,1297
3923,Sleeping Bag,1492,Rashladna kutija i torba,Kampovanje i outdoor,0.5653,1493,Vodootporne torbe,0.5516,1410,Kolica za teret,0.4853,1489
8698,Stairwell Ladder,1193,Platforma za rad na visini,Građevinska mehanizacija,0.564,1331,Merdevine za stepenište,0.5583,1234,Lift za suvi zid,0.518,1331
1725,Table Saw,1114,Stol za glodalicu,Glodanje i hoblovanje,0.5621,1431,Sklopivi stolovi,0.5453,1240,Radni sto,0.5219,1043
1747,Sheet Sander,1530,Odbojka na pesku,Sportski rekviziti,0.5615,1048,Trakasta brusilica,0.5109,1049,Stona brusilica,0.4968,1057
8488,Open Trailer,1630,Otvorena prikolica,Prikolice,0.5602,305,Foto/Video paketi,0.444,1490,Kolica za outdoor,0.4154,
22210,Scarifier,1039,Plazma rezač,Testerisanje i sečenje,0.5602,1319,Usisivač za lišće,0.5586,1228,Maska za zavarivanje,0.555,1343
9022,Powerbank,1019,Baterije i punjači,Struja i agregati,0.5601,1601,Punjač baterija za vozila,0.5146,1592,Punjač za električni auto,0.4874,
9285,PlayStation 5,1158,Ostalo u video igrama,Video igre i konzole,0.5598,1152,Arkadna mašina,0.5409,1156,Simulator oprema,0.5328,
8954,Spikeball,1513,Bumper ball,Igra i hobi,0.5598,1533,Floorball,0.493,1283,Okidač blica,0.4828,1522
1782,Sledgehammer,1050,Precizna brusilica,Brušenje i poliranje,0.5591,1112,Strug,0.5537,1048,Trakasta brusilica,0.5524,1092
1748,Belt Sander,1530,Odbojka na pesku,Sportski rekviziti,0.5586,1055,Orbitalna brusilica,0.485,1187,Mašina za bušenje kamena,0.4831,1048
8702,Regular ladder,1193,Platforma za rad na visini,Građevinska mehanizacija,0.5584,1232,Građevinska skela,0.5278,1200,Alat za decking,0.5201,1330
8851,Tamper,1111,Ručno rende,Glodanje i hoblovanje,0.5583,1048,Trakasta brusilica,0.5312,1184,Ankeri i tiplovi,0.5308,1359
1735,Stud finder,1079,Tražač greda,Merni instrumenti,0.558,1288,Studijski blic,0.5354,1283,Okidač blica,0.5135,
9333,Camo Tarp,1177,Pikamer,Bušilice i šrafilice,0.5559,1301,Tronožac,0.5043,1175,Ugaona bušilica,0.4845,1502
3974,Climbing,1531,Penjanje,Sportski rekviziti,0.5556,1570,Penjanje po snegu i ledu,0.5194,1495,Planinski štap,0.5127,
9313,Glass suction cups,1118,Vakuumski podizač stakla,Transport i dizanje,0.5548,1442,Dispenser za šlag,0.541,1227,Plastični zavarivač,0.5083,
9050,Manual Mitre Saw,1033,Makaze za metal,Testerisanje i sečenje,0.5545,1034,Kružna testera za metal,0.5435,1070,Detektor metala,0.5397,1036
8782,Other in Climbing,1495,Planinski štap,Kampovanje i outdoor,0.5535,1531,Penjanje,0.5471,1570,Penjanje po snegu i ledu,0.5318,1531
8882,Sodastreamer,1311,Pumpa za odvodnjavanje,Baštenske mašine,0.5532,1220,Presa,0.5188,1217,Rezač cevi,0.5067,1387
8541,Backpack 51 - 74 Liters,1493,Vodootporne torbe,Kampovanje i outdoor,0.5529,1557,Pojas za hidrataciju,0.5156,1492,Rashladna kutija i torba,0.485,
8468,Other in Car Seat,1588,Nosač bicikla na automobilu,Auto oprema,0.5527,1627,Transporter za automobile,0.5508,1408,Kolica za selidbu,0.547,1393
8682,Shoes,1426,Ostalo u odeći,Odeća i kostimi,0.5527,1236,Nogari za farbanje,0.5519,1530,Odbojka na pesku,0.5499,
9079,Bridal gown,1425,Party odeća,Odeća i kostimi,0.5517,1426,Ostalo u odeći,0.4941,1423,Čuvanje odeće,0.4212,
8899,DJI Ronin & DJI RS,1138,DJI Mavic,Dronovi,0.5497,1139,DJI Mavic 3,0.5239,1140,DJI Phantom,0.5148,1297
8774,Measuring Tape,1077,Merač buke,Merni instrumenti,0.5495,1063,Tražač kabla,0.5403,1071,Merač vlage,0.5283,1069
9080,Ball dress,1533,Floorball,Sportski rekviziti,0.5494,1425,Party odeća,0.5288,1426,Ostalo u odeći,0.5246,1425
9140,Raclette,1178,Burgije,Bušilice i šrafilice,0.5482,1177,Pikamer,0.5427,1074,Detektor radona,0.5426,1387
9027,Post Pounder,1116,Ostalo u glodanju,Glodanje i hoblovanje,0.5478,1112,Strug,0.5386,1111,Ručno rende,0.5372,1354
9243,Heater more than 10 kW,105,Ventilacija i grejanje,Građevinska oprema i alati,0.5452,1605,Indukcioni grejač,0.5035,1065,IC termometar,0.4901,
8756,Scrabble,1524,Poker set,Igra i hobi,0.5444,1512,Društvene igre i slagalice,0.5381,1514,Štafelaj,0.5094,1512
4643,Bouncing Cradle,1527,Trampolin,Igra i hobi,0.5442,1515,Fly jumpers,0.5418,1513,Bumper ball,0.4818,
22212,Log Splitter,1035,Stoni ger za drvo,Testerisanje i sečenje,0.5442,1036,Ručni ger za drvo,0.5379,1040,Narezač,0.4666,1318
9419,Weighted vest ,1410,Kolica za teret,Oprema za selidbe,0.5439,1594,Nosač tereta za kuku,0.5419,1119,Paletni viljuškar,0.5165,1560
8580,Other in Marquees,1330,Obične merdevine,Merdevine,0.5438,1290,Ostalo u blicevima i rasveti,0.5319,1623,Jedrilica,0.5248,1461
8540,Backpack 0 - 50 Liters,1493,Vodootporne torbe,Kampovanje i outdoor,0.5409,1557,Pojas za hidrataciju,0.4993,1492,Rashladna kutija i torba,0.4752,
2212,Rototiller,1301,Tronožac,Stativi i rigovi,0.5393,1177,Pikamer,0.5367,1056,Polirka,0.5344,1324
9044,GoPro,1265,Streaming oprema,Fotoaparati i kamere,0.5386,1267,Tela kamera za ronjenje,0.5175,1266,Teleprompter,0.5133,1259
9456,Tripod Head,1292,Kamera na kablu,Stativi i rigovi,0.5383,1293,Rigovi i ramena za kameru,0.5365,1302,Glava tronošca,0.5233,1302
8763,Forbidden Island,1619,Kanu,Čamci i plovila,0.5382,1623,Jedrilica,0.4883,1618,Prikolica za čamac,0.4837,1512
1711,Impact Drill,1047,Trakasta turpija,Brušenje i poliranje,0.5373,1050,Precizna brusilica,0.5212,1048,Trakasta brusilica,0.519,1181
9424,Cloth napkin,1107,Prskalica za malter,Krečenje i tapete,0.5367,1370,Parna presa za odeću,0.5307,1369,Čistač tepiha i tapaciringa,0.5286,1441
8688,Other in Drink,1444,Beer pong,Aktivnosti i zabava,0.5367,1447,Fontana od čokolade,0.5142,1428,Bar sto,0.4788,1436
4542,Other in Literature,1290,Ostalo u blicevima i rasveti,Blicevi i rasveta,0.5366,1288,Studijski blic,0.5258,1116,Ostalo u glodanju,0.5222,1529
8978,Compression tester,1026,Tračna testera,Testerisanje i sečenje,0.5365,1042,Sabljasta testera,0.5315,1043,Stona testera,0.5199,1612
8699,Combination Ladder,1232,Građevinska skela,Skele i podupirači,0.5364,1024,Agregat,0.5328,1329,Kombinovane merdevine,0.5306,1329
8754,Dixit,1604,Dizalice,Alati za radionicu,0.5356,1333,Stepenik,0.4417,1329,Kombinovane merdevine,0.4204,1512
2962,Speaker,1127,Mikrofon,Audio oprema i zvuk,0.5344,1419,Zvuk,0.4559,1476,Instrumentalni mikrofon,0.4518,1132
8755,Cluedo,1241,Ostalo u skelama,Skele i podupirači,0.5333,1116,Ostalo u glodanju,0.5287,1283,Okidač blica,0.5263,1512
8633,Crowbar,1626,Prikolica sa kavezom,Prikolice,0.533,1111,Ručno rende,0.5174,1631,Prikolica za drvo,0.4976,1351
8667,Ticket To Ride,1409,Remeni i pojasevi za selidbu,Oprema za selidbe,0.5328,1574,Kofer za bicikl,0.5201,1119,Paletni viljuškar,0.5142,1512
8440,Pallet truck,1627,Transporter za automobile,Prikolice,0.5324,1198,Traktor,0.5161,808,Ostala vozila,0.5049,1119
9432,Play Mat,1398,Prostirka za igru,Oprema za decu,0.5317,1533,Floorball,0.521,1109,Skidač tapeta,0.4777,
9470,Disco Ball,1513,Bumper ball,Igra i hobi,0.5313,1464,Diskokugla,0.5011,1533,Floorball,0.4837,1464
8435,Popcorn Wagon,1448,Mašina za šećernu vunu,Aktivnosti i zabava,0.5307,1361,Kolica za prevoz,0.4942,1179,Mašina za bušenje,0.469,
9357,Kick Scooter,1629,Prikolica za motocikl,Prikolice,0.5253,1638,Prikolica za motocikl,0.5084,1639,Ostalo u motociklima,0.4679,1518
8999,Easyrig,1604,Dizalice,Alati za radionicu,0.5238,1359,Nabijač,0.5218,1611,Rampa,0.5217,1297
8708,Champagne Glass,1379,Varenje piva i vinarstvo,Kuhinjski aparati,0.5227,1428,Bar sto,0.4737,1427,Šank,0.4411,1441
9280,Wedding umbrella,1286,Softbox i kišobran,Blicevi i rasveta,0.5225,1425,Party odeća,0.403,1633,Prikolica s pokrivačem,0.388,1468
8672,Jigsaw puzzles,1176,Set bitova,Bušilice i šrafilice,0.5191,1184,Ankeri i tiplovi,0.4636,1111,Ručno rende,0.4536,1512
9029,Flash trigger,1141,DJI Spark,Dronovi,0.5172,1096,Moment ključ,0.508,1283,Okidač blica,0.5043,1283
9055,Impact driver,1197,Mini damper,Građevinska mehanizacija,0.517,1194,Damper,0.4842,1597,Krovni nosač,0.4796,1089
8983,Crutches,1585,Invalidska kolica,Mobilnost i medicinska nega,0.5161,1582,Električna invalidska kolica,0.4563,1111,Ručno rende,0.4183,1581
8490,Trailer With Cover,1306,Pozadina sa motivom,Foto pozadine,0.5149,1633,Prikolica s pokrivačem,0.5129,1307,Pozadina sa uzorkom,0.5124,1633
8489,Cage Trailer,1626,Prikolica sa kavezom,Prikolice,0.5147,1627,Transporter za automobile,0.4903,1594,Nosač tereta za kuku,0.4807,
8542,Backpack 75 Liters Or Larger,1493,Vodootporne torbe,Kampovanje i outdoor,0.5145,1410,Kolica za teret,0.4797,1557,Pojas za hidrataciju,0.4617,
1835,Polisher,1359,Nabijač,Baštenski alati,0.5126,1351,Gvozdena šipka,0.5115,1353,Kramp,0.5098,1056
9412,Router table,1147,Grafička tabla,Računari i oprema,0.506,1144,4G ruter,0.4983,1149,Mrežna oprema,0.4655,1114
8862,Mannequin,1424,Kostimi i maskiranje,Odeća i kostimi,0.5027,1426,Ostalo u odeći,0.4879,1624,Jedriličarska odeća,0.4569,
8567,Waffle Iron,1439,Kolica za kobasice,Ketering i kuhinja,0.4989,1325,Freza za panjeve,0.4857,1433,Roštilj,0.4464,1387
9502,Apple Vision Pro,306,Monitori,Foto i Video,0.4975,1266,Teleprompter,0.4818,1245,Grafoskop,0.4574,1529
8579,Marquees Larger Than 32 Sqm (345 sqft),1460,Šator preko 32 m²,Šatori i tende,0.4954,1459,Šator 24-32 m²,0.4528,1458,Šator 0-23 m²,0.4364,
2963,PA,1437,Paella tava,Ketering i kuhinja,0.495,1116,Ostalo u glodanju,0.4616,1056,Polirka,0.45,1129
8991,Studio Flash,1287,Speed Booster,Blicevi i rasveta,0.4943,1265,Streaming oprema,0.4774,308,Memorijske kartice,0.4756,1288
1721,Circular Saw,1285,Ring svetlo,Blicevi i rasveta,0.4933,1028,Cirkularna testera,0.4788,1185,Rotacioni čekić,0.4715,1028
1724,Jigsaw,1185,Rotacioni čekić,Bušilice i šrafilice,0.4911,1176,Set bitova,0.4896,1111,Ručno rende,0.4828,1032
8668,Trivial Pursuit,1529,Ostalo u igranju i hobiju,Igra i hobi,0.4878,1518,Vozila za hobi,0.4838,1281,Ostali objektivi,0.4792,
2563,Life Jacket,1572,Zimska odeća,Zimski sportovi,0.4867,1424,Kostimi i maskiranje,0.479,1596,Krovni nosač za ski,0.4779,1549
8900,Zhiyun,1450,Jakuzi,Aktivnosti i zabava,0.4866,1296,Kran i jib,0.3616,1175,Ugaona bušilica,0.3583,1297
1784,Clamp,1112,Strug,Glodanje i hoblovanje,0.4838,1215,Pištolj za klamerice,0.4828,1048,Trakasta brusilica,0.4785,1084
4642,Crib,1178,Burgije,Bušilice i šrafilice,0.4785,1282,Blic,0.4565,1059,Ostale brusilice,0.4432,1396
8728,HTC Vive,1161,Mobilni telefon,Mobilni telefoni i tableti,0.4765,1164,Tablet,0.4288,1160,Gimbal za mobilni,0.428,1157
9020,Total Station,209,POS terminali,Elektronika,0.4738,1303,Ostalo u stativima,0.4697,405,Baštenski nameštaj,0.4367,1081
8693,Cake platters and Cake Stands,1325,Freza za panjeve,Baštenske mašine,0.4737,609,Grejalice i pečurke,0.4698,1188,Ostalo u bušilicama i šrafilicama,0.4697,1441
9015,Ace Router,1149,Mrežna oprema,Računari i oprema,0.4717,1144,4G ruter,0.4652,1148,Laptop,0.4217,
8918,DJI Osmo Pocket,1182,Udarni ključ,Bušilice i šrafilice,0.4684,1139,DJI Mavic 3,0.4638,1138,DJI Mavic,0.4399,1259
9174,Easel,1078,Libela,Merni instrumenti,0.4683,1360,Kontrola korova,0.4674,1330,Obične merdevine,0.4637,1514
9500,DJI Osmo Action,1138,DJI Mavic,Dronovi,0.468,1139,DJI Mavic 3,0.4676,1140,DJI Phantom,0.4491,1259
8578,Marquees 24 - 32 Sqm (250-344 sqft),1459,Šator 24-32 m²,Šatori i tende,0.4665,1458,Šator 0-23 m²,0.4662,1460,Šator preko 32 m²,0.4626,
8889,Winch,1112,Strug,Glodanje i hoblovanje,0.4664,1111,Ručno rende,0.447,1116,Ostalo u glodanju,0.4405,1122
9517,Stand,1241,Ostalo u skelama,Skele i podupirači,0.4631,1634,Ostalo u prikolicama,0.4457,1116,Ostalo u glodanju,0.4276,1303
8780,Crashpad,1147,Grafička tabla,Računari i oprema,0.4586,1287,Speed Booster,0.4585,1148,Laptop,0.44,1531
1722,Reciprocating Saw,1283,Okidač blica,Blicevi i rasveta,0.4551,1275,Konverter,0.4139,1241,Ostalo u skelama,0.4088,1042
8549,Fan,1191,Kompresor,Komprimovani vazduh,0.4545,1517,Termopresa,0.4356,1235,Podupirač,0.4328,105
8665,Settlers of Catan,1619,Kanu,Čamci i plovila,0.4513,1635,Kamp prikolica,0.4143,1623,Jedrilica,0.3992,1512
9336,Walker,1331,Merdevine za stepenište,Merdevine,0.441,1111,Ručno rende,0.4379,1116,Ostalo u glodanju,0.3976,1584
8988,Loop Station,209,POS terminali,Elektronika,0.4397,1611,Rampa,0.4329,1303,Ostalo u stativima,0.4302,1126
9142,Induction Hob,1240,Radni sto,Skele i podupirači,0.4336,1296,Kran i jib,0.4241,1605,Indukcioni grejač,0.416,1435
9342,GPS,1017,Satelitska oprema,Elektronika,0.4331,1499,Navigacija i komunikacija,0.4186,1361,Kolica za prevoz,0.4126,1499
8746,Hole Saw,1058,Ostalo u brušenju,Brušenje i poliranje,0.4318,1046,Ugaona brusilica,0.4239,1047,Trakasta turpija,0.4218,1180
4541,Textbooks,1288,Studijski blic,Blicevi i rasveta,0.4311,1289,Studijska lampa,0.3985,1362,Ostalo u baštenskim alatima,0.3613,1529
8577,Marquees 0 - 23 Sqm (0-249 sqft),1458,Šator 0-23 m²,Šatori i tende,0.431,1050,Precizna brusilica,0.4244,1205,Rezač pločica,0.3813,
8902,Feiyu,1175,Ugaona bušilica,Bušilice i šrafilice,0.4296,1450,Jakuzi,0.4188,1288,Studijski blic,0.398,1297
4651,Bouncy Castle,1231,Gradilišna ograda,Skele i podupirači,0.4267,405,Baštenski nameštaj,0.3931,1427,Šank,0.3925,1445
8758,Scale,1072,Multimetar,Merni instrumenti,0.4166,1064,Merač energije,0.4064,1079,Tražač greda,0.4062,1076
8661,Stage,1303,Ostalo u stativima,Stativi i rigovi,0.4134,1116,Ostalo u glodanju,0.4057,1634,Ostalo u prikolicama,0.3996,1420
8726,Meta Quest,1024,Agregat,Struja i agregati,0.4114,1241,Ostalo u skelama,0.4096,1235,Podupirač,0.4053,1157
8813,Croquet,1177,Pikamer,Bušilice i šrafilice,0.4095,1178,Burgije,0.4059,1537,Reket sportovi,0.3754,1522
8753,Monopoly,1512,Društvene igre i slagalice,Igra i hobi,0.4079,1522,Igre na otvorenom,0.404,1524,Poker set,0.3999,
8671,Chess,1524,Poker set,Igra i hobi,0.3978,1522,Igre na otvorenom,0.3947,1512,Društvene igre i slagalice,0.375,1512
9052,Mitre Saw with Stand,1283,Okidač blica,Blicevi i rasveta,0.3862,1302,Glava tronošca,0.3406,1111,Ručno rende,0.3336,1029
9269,Cards Against Humanity,1512,Društvene igre i slagalice,Igra i hobi,0.3793,1241,Ostalo u skelama,0.3705,1524,Poker set,0.3604,1512
9053,Mitre Saw without Stand,1283,Okidač blica,Blicevi i rasveta,0.3782,1285,Ring svetlo,0.3452,1279,Mirrorless objektivi,0.3346,1029
8576,Jack post,1296,Kran i jib,Stativi i rigovi,0.3778,1303,Ostalo u stativima,0.3763,1302,Glava tronošca,0.3677,1235
8752,Risk,1229,Ostalo u zavarivanju,Aparati za zavarivanje,0.3697,1228,Maska za zavarivanje,0.3612,1241,Ostalo u skelama,0.3479,1512
1733,Spirit level,1241,Ostalo u skelama,Skele i podupirači,0.3588,1118,Vakuumski podizač stakla,0.3469,1116,Ostalo u glodanju,0.3402,1078
8666,Pandemic,1352,Zaštita od štetočina,Baštenski alati,0.3334,1498,Zaštita od komaraca,0.316,1581,Štake,0.2921,1512
8493,Jack & Pallet Stands,1241,Ostalo u skelama,Skele i podupirači,0.2684,1426,Ostalo u odeći,0.2507,1188,Ostalo u bušilicama i šrafilicama,0.2502,1606
